class,species,tt_key,match_route
Aves,Prinia crinigera,Prinia crinigera,direct
Aves,Prinia polychroa,Prinia polychroa,direct
Aves,Prinia rufescens,Prinia rufescens,direct
Aves,Prinia hodgsonii,Prinia hodgsonii,direct
Aves,Prinia flaviventris,Prinia flaviventris,direct
Aves,Prinia inornata,Prinia inornata,direct
Aves,Orthotomus sutorius,Orthotomus sutorius,direct
Aves,Orthotomus atrogularis,Orthotomus atrogularis,direct
Aves,Acrocephalus stentoreus,Acrocephalus stentoreus,direct
Aves,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,direct
Aves,Acrocephalus bistrigiceps,Acrocephalus bistrigiceps,direct
Aves,Acrocephalus agricola,Acrocephalus agricola,direct
Aves,Acrocephalus tangorum,Acrocephalus tangorum,direct
Aves,Acrocephalus concinens,Acrocephalus concinens,direct
Aves,Acrocephalus scirpaceus,Acrocephalus scirpaceus,direct
Aves,Acrocephalus dumetorum,Acrocephalus dumetorum,direct
Aves,Arundinax aedon,Acrocephalus aedon,iucn_binomial
Aves,Iduna caligata,Hippolais caligata,iucn_binomial
Aves,Iduna rama,Hippolais rama,iucn_binomial
Aves,Pnoepyga pusilla,Pnoepyga pusilla,direct
Aves,Locustella chengi,,
Aves,Locustella alishanensis,Bradypterus alishanensis,iucn_binomial
Aves,Locustella mandelli,Bradypterus mandelli,iucn_binomial
Aves,Locustella thoracica,Bradypterus thoracicus,iucn_binomial
Aves,Locustella major,Bradypterus major,iucn_binomial
Aves,Locustella tacsanowskia,Bradypterus tacsanowskius,iucn_binomial
Aves,Locustella luteoventris,Bradypterus luteoventris,iucn_binomial
Aves,Locustella lanceolata,Locustella lanceolata,direct
Aves,Locustella naevia,Locustella naevia,direct
Aves,Helopsaltes certhiola,Locustella certhiola,iucn_binomial
Aves,Helopsaltes pleskei,Locustella pleskei,iucn_binomial
Aves,Locustella luscinioides,Locustella luscinioides,direct
Aves,Helopsaltes fasciolata,Locustella fasciolata,gbif_backbone
Aves,Helopsaltes pryeri,Locustella pryeri,iucn_binomial
Aves,Megalurus palustris,Megalurus palustris,direct
Aves,Riparia chinensis,,
Aves,Ptyonoprogne rupestris,Hirundo rupestris,iucn_binomial
Aves,Ptyonoprogne concolor,Hirundo concolor,iucn_binomial
Aves,Hirundo rustica,Hirundo rustica,direct
Aves,Cecropis daurica,Hirundo daurica,iucn_binomial
Aves,Delichon dasypus,Delichon dasypus,direct
Aves,Delichon nipalense,Delichon nipalense,direct
Aves,Spizixos canifrons,Spizixos canifrons,direct
Aves,Spizixos semitorques,Spizixos semitorques,direct
Aves,Alcurus striatus,Pycnonotus striatus,iucn_binomial
Aves,Brachypodius atriceps,Pycnonotus atriceps,gbif_backbone
Aves,Rubigula flaviventris,,
Aves,Pycnonotus jocosus,Pycnonotus jocosus,direct
Aves,Pycnonotus xanthorrhous,Pycnonotus xanthorrhous,direct
Aves,Pycnonotus sinensis,Pycnonotus sinensis,direct
Aves,Pycnonotus taivanus,Pycnonotus taivanus,direct
Aves,Pycnonotus cafer,Pycnonotus cafer,direct
Aves,Pycnonotus aurigaster,Pycnonotus aurigaster,direct
Aves,Pycnonotus finlaysoni,Pycnonotus finlaysoni,direct
Aves,Pycnonotus flavescens,Pycnonotus flavescens,direct
Aves,Alophoixus flaveolus,Alophoixus flaveolus,direct
Aves,Alophoixus pallidus,Alophoixus pallidus,direct
Aves,Iole propinqua,Iole propinqua,direct
Aves,Hemixos flavala,Hemixos flavala,direct
Aves,Hemixos castanonotus,Hemixos castanonotus,direct
Aves,Ixos mcclellandii,Hypsipetes mcclellandii,iucn_binomial
Aves,Hypsipetes leucocephalus,Hypsipetes leucocephalus,direct
Aves,Phylloscopus sindianus,Phylloscopus sindianus,direct
Aves,Phylloscopus fuscatus,Phylloscopus fuscatus,direct
Aves,Phylloscopus fuligiventer,Phylloscopus fuligiventer,direct
Aves,Phylloscopus affinis,Phylloscopus affinis,direct
Aves,Phylloscopus subaffinis,Phylloscopus subaffinis,direct
Aves,Phylloscopus griseolus,Phylloscopus griseolus,direct
Aves,Phylloscopus armandii,Phylloscopus armandii,direct
Aves,Phylloscopus schwarzi,Phylloscopus schwarzi,direct
Aves,Phylloscopus pulcher,Phylloscopus pulcher,direct
Aves,Phylloscopus maculipennis,Phylloscopus maculipennis,direct
Aves,Phylloscopus proregulus,Phylloscopus proregulus,direct
Aves,Phylloscopus chloronotus,Phylloscopus chloronotus,direct
Aves,Phylloscopus forresti,Phylloscopus forresti,direct
Aves,Phylloscopus kansuensis,Phylloscopus kansuensis,direct
Aves,Phylloscopus yunnanensis,Phylloscopus yunnanensis,direct
Aves,Phylloscopus inornatus,Phylloscopus inornatus,direct
Aves,Phylloscopus humei,Phylloscopus humei,direct
Aves,Phylloscopus tenellipes,Phylloscopus tenellipes,direct
Aves,Phylloscopus magnirostris,Phylloscopus magnirostris,direct
Aves,Phylloscopus coronatus,Phylloscopus coronatus,direct
Aves,Phylloscopus emeiensis,Phylloscopus emeiensis,direct
Aves,Phylloscopus hainanus,Phylloscopus hainanus,direct
Aves,Phylloscopus cantator,Phylloscopus cantator,direct
Aves,Phylloscopus calciatilis,,
Aves,Phylloscopus ricketti,Phylloscopus ricketti,direct
Aves,Phylloscopus reguloides,Phylloscopus reguloides,direct
Aves,Phylloscopus intensior,Phylloscopus davisoni,iucn_binomial
Aves,Phylloscopus xanthoschistos,Phylloscopus xanthoschistos,direct
Aves,Phylloscopus intermedius,Seicercus affinis,iucn_binomial
Aves,Phylloscopus whistleri,Seicercus whistleri,iucn_binomial
Aves,Phylloscopus tephrocephalus,Seicercus tephrocephalus,iucn_binomial
Aves,Phylloscopus burkii,Seicercus burkii,iucn_binomial
Aves,Phylloscopus valentini,Seicercus valentini,iucn_binomial
Aves,Phylloscopus omeiensis,Seicercus omeiensis,iucn_binomial
Aves,Phylloscopus soror,Seicercus soror,iucn_binomial
Aves,Phylloscopus poliogenys,Seicercus poliogenys,iucn_binomial
Aves,Phylloscopus castaniceps,Seicercus castaniceps,iucn_binomial
Aves,Abroscopus superciliaris,Abroscopus superciliaris,direct
Aves,Tickellia hodgsoni,Tickellia hodgsoni,direct
Aves,Abroscopus albogularis,Abroscopus albogularis,direct
Aves,Abroscopus schisticeps,Abroscopus schisticeps,direct
Aves,Phyllergates cucullatus,Orthotomus cuculatus,iucn_binomial
Aves,Horornis canturians,Cettia canturians,iucn_binomial
Aves,Horornis fortipes,Cettia fortipes,iucn_binomial
Aves,Cettia major,Cettia major,direct
Aves,Horornis flavolivaceus,Cettia flavolivacea,iucn_binomial
Aves,Horornis acanthizoides,Cettia acanthizoides,iucn_binomial
Aves,Cettia brunnifrons,Cettia brunnifrons,direct
Aves,Cettia cetti,Cettia cetti,direct
Aves,Tesia olivea,Tesia olivea,direct
Aves,Tesia cyaniventer,Tesia cyaniventer,direct
Aves,Cettia castaneocoronata,Tesia castaneocoronata,iucn_binomial
Aves,Urosphena squameiceps,Urosphena squameiceps,direct
Aves,Hemitesia pallidipes,Cettia pallidipes,iucn_binomial
Aves,Aegithalos fuliginosus,Aegithalos fuliginosus,direct
Aves,Leptopoecile sophiae,Leptopoecile sophiae,direct
Aves,Leptopoecile elegans,Leptopoecile elegans,direct
Aves,Sylvia communis,Sylvia communis,direct
Aves,Sylvia curruca,Sylvia curruca,direct
Aves,Sylvia nana,Sylvia nana,direct
Aves,Sylvia nisoria,Sylvia nisoria,direct
Aves,Chrysomma sinense,Chrysomma sinense,direct
Aves,Moupinia poecilotis,Chrysomma poecilotis,iucn_binomial
Aves,Lioparus chrysotis,Alcippe chrysotis,iucn_binomial
Aves,Fulvetta vinipectus,Alcippe vinipectus,iucn_binomial
Aves,Fulvetta striaticollis,Alcippe striaticollis,iucn_binomial
Aves,Fulvetta ruficapilla,Alcippe ruficapilla,iucn_binomial
Aves,Fulvetta cinereiceps,Alcippe cinereiceps,iucn_binomial
Aves,Fulvetta ludlowi,Alcippe ludlowi,iucn_binomial
Aves,Myzornis pyrrhoura,Myzornis pyrrhoura,direct
Aves,Cholornis paradoxus,,
Aves,Cholornis unicolor,,
Aves,Psittiparus gularis,,
Aves,Paradoxornis guttaticollis,Paradoxornis guttaticollis,direct
Aves,Sinosuthora conspicillata,,
Aves,Sinosuthora brunnea,,
Aves,Sinosuthora webbiana,,
Aves,Sinosuthora alphonsiana,,
Aves,Sinosuthora zappeyi,,
Aves,Sinosuthora przewalskii,,
Aves,Suthora fulvifrons,Paradoxornis fulvifrons,iucn_binomial
Aves,Suthora verreauxi,Paradoxornis verreauxi,iucn_binomial
Aves,Neosuthora davidiana,,
Aves,Chleuasicus atrosuperciliaris,,
Aves,Paradoxornis heudei,Paradoxornis heudei,direct
Aves,Zosterops erythropleurus,Zosterops erythropleurus,direct
Aves,Zosterops palpebrosus,Zosterops palpebrosus,direct
Aves,Zosterops simplex,Zosterops salvadorii,iucn_binomial
Aves,Yuhina bakeri,Yuhina bakeri,direct
Aves,Yuhina flavicollis,Yuhina flavicollis,direct
Aves,Yuhina gularis,Yuhina gularis,direct
Aves,Yuhina diademata,Yuhina diademata,direct
Aves,Yuhina occipitalis,Yuhina occipitalis,direct
Aves,Yuhina brunneiceps,Yuhina brunneiceps,direct
Aves,Yuhina nigrimenta,Yuhina nigrimenta,direct
Aves,Erythrogenys hypoleucos,Pomatorhinus hypoleucos,iucn_binomial
Aves,Pomatorhinus ruficollis,Pomatorhinus ruficollis,direct
Aves,Pomatorhinus ochraceiceps,Pomatorhinus ochraceiceps,direct
Aves,Spelaeornis troglodytoides,Spelaeornis troglodytoides,direct
Aves,Spelaeornis reptatus,Spelaeornis reptatus,direct
Aves,Stachyris nonggangensis,Stachyris nonggangensis,direct
Aves,Cyanoderma ruficeps,Stachyris ruficeps,iucn_binomial
Aves,Cyanoderma chrysaeum,Stachyris chrysaea,iucn_binomial
Aves,Stachyris nigriceps,Stachyris nigriceps,direct
Aves,Mixornis gularis,Macronous gularis,iucn_binomial
Aves,Timalia pileata,Timalia pileata,direct
Aves,Pomatorhinus superciliaris,Xiphirhynchus superciliaris,iucn_binomial
Aves,Erythrogenys erythrocnemis,Pomatorhinus erythrocnemis,iucn_binomial
Aves,Stachyris roberti,Sphenocichla roberti,iucn_binomial
Aves,Trichastoma tickelli,Trichastoma tickelli,direct
Aves,Pellorneum albiventre,Pellorneum albiventre,direct
Aves,Pellorneum ruficeps,Pellorneum ruficeps,direct
Aves,Rimator malacoptilus,Rimator malacoptilus,direct
Aves,Turdinus crispifrons,,
Aves,Napothera epilepidota,Napothera epilepidota,direct
Aves,Gampsorhynchus rufulus,Gampsorhynchus rufulus,direct
Aves,Schoeniparus variegaticeps,Alcippe variegaticeps,iucn_binomial
Aves,Schoeniparus cinereus,Alcippe cinerea,iucn_binomial
Aves,Schoeniparus castaneceps,Alcippe castaneceps,iucn_binomial
Aves,Schoeniparus rufogularis,Alcippe rufogularis,iucn_binomial
Aves,Schoeniparus brunneus,Alcippe brunnea,iucn_binomial
Aves,Schoeniparus dubius,Alcippe dubia,iucn_binomial
Aves,Alcippe poioicephala,Alcippe poioicephala,direct
Aves,Alcippe morrisonia,Alcippe morrisonia,direct
Aves,Alcippe nipalensis,Alcippe nipalensis,direct
Aves,Garrulax perspicillatus,Garrulax perspicillatus,direct
Aves,Garrulax albogularis,Garrulax albogularis,direct
Aves,Garrulax leucolophus,Garrulax leucolophus,direct
Aves,Garrulax monileger,Garrulax monileger,direct
Aves,Garrulax pectoralis,Garrulax pectoralis,direct
Aves,Grammatoptila striata,Garrulax striatus,iucn_binomial
Aves,Garrulax strepitans,Garrulax strepitans,direct
Aves,Garrulax maesi,Garrulax maesi,direct
Aves,Garrulax ruficollis,Garrulax ruficollis,direct
Aves,Garrulax davidi,Garrulax davidi,direct
Aves,Garrulax sukatschewi,Garrulax sukatschewi,direct
Aves,Garrulax rufogularis,Garrulax rufogularis,direct
Aves,Garrulax bieti,Garrulax bieti,direct
Aves,Garrulax maximus,Garrulax maximus,direct
Aves,Garrulax ocellatus,Garrulax ocellatus,direct
Aves,Garrulax caerulatus,Garrulax caerulatus,direct
Aves,Garrulax poecilorhynchus,Garrulax poecilorhynchus,direct
Aves,Garrulax merulinus,Garrulax merulinus,direct
Aves,Garrulax canorus,Garrulax canorus,direct
Aves,Garrulax taewanus,Garrulax taewanus,direct
Aves,Garrulax sannio,Garrulax sannio,direct
Aves,Trochalopteron lineatum,Garrulax lineatus,iucn_binomial
Aves,Garrulax lunulatus,Garrulax lunulatus,direct
Aves,Trochalopteron squamatum,Garrulax squamatus,iucn_binomial
Aves,Trochalopteron subunicolor,Garrulax subunicolor,iucn_binomial
Aves,Trochalopteron elliotii,Garrulax elliotii,iucn_binomial
Aves,Trochalopteron variegatum,Garrulax variegatus,iucn_binomial
Aves,Trochalopteron henrici,Garrulax henrici,iucn_binomial
Aves,Trochalopteron affine,Garrulax affinis,iucn_binomial
Aves,Trochalopteron erythrocephalum,Garrulax erythrocephalus,iucn_binomial
Aves,Trochalopteron formosum,Garrulax formosus,iucn_binomial
Aves,Trochalopteron milnei,Garrulax milnei,iucn_binomial
Aves,Liocichla omeiensis,Liocichla omeiensis,direct
Aves,Liocichla steerii,Liocichla steerii,direct
Aves,Garrulax lanceolatus,Babax lanceolatus,gbif_backbone
Aves,Garrulax waddelli,Babax waddelli,gbif_backbone
Aves,Garrulax koslowi,Babax koslowi,gbif_backbone
Aves,Leiothrix argentauris,Leiothrix argentauris,direct
Aves,Leiothrix lutea,Leiothrix lutea,direct
Aves,Cutia nipalensis,Cutia nipalensis,direct
Aves,Actinodura egertoni,Actinodura egertoni,direct
Aves,Actinodura radcliffei,,
Aves,Sibia souliei,Actinodura souliei,iucn_binomial
Aves,Sibia morrisoniana,Actinodura morrisoniana,iucn_binomial
Aves,Siva cyanouroptera,Minla cyanouroptera,iucn_binomial
Aves,Chrysominla strigula,Minla strigula,iucn_binomial
Aves,Minla ignotincta,Minla ignotincta,direct
Aves,Leioptila annectens,Heterophasia annectens,iucn_binomial
Aves,Heterophasia capistrata,Heterophasia capistrata,direct
Aves,Heterophasia gracilis,Heterophasia gracilis,direct
Aves,Heterophasia melanoleuca,Heterophasia melanoleuca,direct
Aves,Heterophasia auricularis,Heterophasia auricularis,direct
Aves,Heterophasia pulchella,Heterophasia pulchella,direct
Aves,Heterophasia picaoides,Heterophasia picaoides,direct
Aves,Certhia tianquanensis,Certhia tianquanensis,direct
Aves,Certhia himalayana,Certhia himalayana,direct
Aves,Certhia nipalensis,Certhia nipalensis,direct
Aves,Certhia discolor,Certhia discolor,direct
Aves,Sitta cinnamoventris,,
Aves,Sitta europaea,Sitta europaea,direct
Aves,Sitta nagaensis,Sitta nagaensis,direct
Aves,Sitta himalayensis,Sitta himalayensis,direct
Aves,Sitta villosa,Sitta villosa,direct
Aves,Sitta yunnanensis,Sitta yunnanensis,direct
Aves,Sitta solangiae,Sitta solangiae,direct
Aves,Sitta magna,Sitta magna,direct
Aves,Sitta formosa,Sitta formosa,direct
Aves,Tichodroma muraria,Tichodroma muraria,direct
Aves,Troglodytes troglodytes,Troglodytes troglodytes,direct
Aves,Cinclus cinclus,Cinclus cinclus,direct
Aves,Cinclus pallasii,Cinclus pallasii,direct
Aves,Gracula religiosa,Gracula religiosa,direct
Aves,Acridotheres grandis,Acridotheres grandis,direct
Aves,Acridotheres cristatellus,Acridotheres cristatellus,direct
Aves,Acridotheres albocinctus,Acridotheres albocinctus,direct
Aves,Acridotheres tristis,Acridotheres tristis,direct
Aves,Acridotheres burmannicus,Sturnus burmannicus,iucn_binomial
Aves,Gracupica nigricollis,Sturnus nigricollis,iucn_binomial
Aves,Gracupica contra,Sturnus contra,iucn_binomial
Aves,Agropsar sturninus,Sturnus sturninus,iucn_binomial
Aves,Sturnia sinensis,Sturnus sinensis,iucn_binomial
Aves,Sturnia malabarica,Sturnus malabaricus,iucn_binomial
Aves,Sturnia pagodarum,Sturnus pagodarum,iucn_binomial
Aves,Pastor roseus,Sturnus roseus,iucn_binomial
Aves,Spodiopsar sericeus,Sturnus sericeus,iucn_binomial
Aves,Spodiopsar cineraceus,Sturnus cineraceus,iucn_binomial
Aves,Sturnus vulgaris,Sturnus vulgaris,direct
Aves,Geokichla citrina,Zoothera citrina,iucn_binomial
Aves,Geokichla sibirica,Zoothera sibirica,iucn_binomial
Aves,Zoothera dixoni,Zoothera dixoni,direct
Aves,Zoothera marginata,Zoothera marginata,direct
Aves,Turdus hortulorum,Turdus hortulorum,direct
Aves,Turdus dissimilis,Turdus dissimilis,direct
Aves,Turdus cardis,Turdus cardis,direct
Aves,Turdus albocinctus,Turdus albocinctus,direct
Aves,Turdus boulboul,Turdus boulboul,direct
Aves,Turdus rubrocanus,Turdus rubrocanus,direct
Aves,Turdus kessleri,Turdus kessleri,direct
Aves,Turdus feae,Turdus feae,direct
Aves,Turdus obscurus,Turdus obscurus,direct
Aves,Turdus viscivorus,Turdus viscivorus,direct
Aves,Turdus pallidus,Turdus pallidus,direct
Aves,Turdus pilaris,Turdus pilaris,direct
Aves,Otocichla mupinensis,Turdus mupinensis,iucn_binomial
Aves,Cochoa purpurea,Cochoa purpurea,direct
Aves,Cochoa viridis,Cochoa viridis,direct
Aves,Monticola saxatilis,Monticola saxatilis,direct
Aves,Monticola gularis,Monticola gularis,direct
Aves,Monticola rufiventris,Monticola rufiventris,direct
Aves,Monticola solitarius,Monticola solitarius,direct
Aves,Myophonus caeruleus,Myophonus caeruleus,direct
Aves,Myophonus insularis,Myophonus insularis,direct
Aves,Heteroxenicus stellatus,Brachypteryx stellata,iucn_binomial
Aves,Brachypteryx hyperythra,Brachypteryx hyperythra,direct
Aves,Brachypteryx leucophris,Brachypteryx leucophrys,iucn_binomial
Aves,Brachypteryx sinensis,,
Aves,Larvivora sibilans,Luscinia sibilans,iucn_binomial
Aves,Luscinia megarhynchos,Luscinia megarhynchos,direct
Aves,Calliope calliope,Luscinia calliope,iucn_binomial
Aves,Calliope pectoralis,Luscinia pectoralis,iucn_binomial
Aves,Larvivora ruficeps,Luscinia ruficeps,iucn_binomial
Aves,Calliope obscura,Luscinia obscura,iucn_binomial
Aves,Calliope pectardens,Luscinia pectardens,iucn_binomial
Aves,Larvivora brunnea,Luscinia brunnea,iucn_binomial
Aves,Larvivora cyane,Luscinia cyane,iucn_binomial
Aves,Tarsiger chrysaeus,Tarsiger chrysaeus,direct
Aves,Tarsiger indicus,Tarsiger indicus,direct
Aves,Tarsiger johnstoniae,Tarsiger johnstoniae,direct
Aves,Copsychus saularis,Copsychus saularis,direct
Aves,Kittacincla malabarica,,
Aves,Phoenicurus alaschanicus,Phoenicurus alaschanicus,direct
Aves,Phoenicurus erythronotus,Phoenicurus erythronotus,direct
Aves,Phoenicurus coeruleocephala,Phoenicurus caeruleocephala,iucn_binomial
Aves,Phoenicurus ochruros,Phoenicurus ochruros,direct
Aves,Phoenicurus hodgsoni,Phoenicurus hodgsoni,direct
Aves,Phoenicurus schisticeps,Phoenicurus schisticeps,direct
Aves,Phoenicurus auroreus,Phoenicurus auroreus,direct
Aves,Phoenicurus erythrogastrus,Phoenicurus erythrogastrus,direct
Aves,Phoenicurus frontalis,Phoenicurus frontalis,direct
Aves,Phoenicurus leucocephalus,Chaimarrornis leucocephalus,iucn_binomial
Aves,Phoenicurus fuliginosus,Rhyacornis fuliginosa,iucn_binomial
Aves,Hodgsonius phaenicuroides,Hodgsonius phaenicuroides,direct
Aves,Cinclidium frontale,Cinclidium frontale,direct
Aves,Grandala coelicolor,Grandala coelicolor,direct
Aves,Enicurus scouleri,Enicurus scouleri,direct
Aves,Enicurus schistaceus,Enicurus schistaceus,direct
Aves,Enicurus leschenaulti,Enicurus leschenaulti,direct
Aves,Enicurus maculatus,Enicurus maculatus,direct
Aves,Saxicola insignis,Saxicola insignis,direct
Aves,Saxicola caprata,Saxicola caprata,direct
Aves,Saxicola jerdoni,Saxicola jerdoni,direct
Aves,Saxicola ferreus,Saxicola ferreus,direct
Aves,Oenanthe oenanthe,Oenanthe oenanthe,direct
Aves,Oenanthe pleschanka,Oenanthe pleschanka,direct
Aves,Oenanthe deserti,Oenanthe deserti,direct
Aves,Oenanthe isabellina,Oenanthe isabellina,direct
Aves,Cyornis brunneatus,Rhinomyias brunneatus,iucn_binomial
Aves,Muscicapa striata,Muscicapa striata,direct
Aves,Muscicapa griseisticta,Muscicapa griseisticta,direct
Aves,Muscicapa sibirica,Muscicapa sibirica,direct
Aves,Muscicapa dauurica,Muscicapa dauurica,direct
Aves,Muscicapa muttui,Muscicapa muttui,direct
Aves,Muscicapa ferruginea,Muscicapa ferruginea,direct
Aves,Ficedula zanthopygia,Ficedula zanthopygia,direct
Aves,Ficedula mugimaki,Ficedula mugimaki,direct
Aves,Ficedula erithacus,,
Aves,Ficedula strophiata,Ficedula strophiata,direct
Aves,Ficedula albicilla,Ficedula albicilla,direct
Aves,Anthipes monileger,Ficedula monileger,iucn_binomial
Aves,Ficedula hyperythra,Ficedula hyperythra,direct
Aves,Ficedula westermanni,Ficedula westermanni,direct
Aves,Ficedula superciliaris,Ficedula superciliaris,direct
Aves,Ficedula tricolor,Ficedula tricolor,direct
Aves,Ficedula sapphira,Ficedula sapphira,direct
Aves,Cyanoptila cyanomelana,Cyanoptila cyanomelana,direct
Aves,Eumyias thalassinus,Eumyias thalassinus,direct
Aves,Niltava grandis,Niltava grandis,direct
Aves,Niltava macgrigoriae,Niltava macgrigoriae,direct
Aves,Niltava davidi,Niltava davidi,direct
Aves,Niltava sundara,Niltava sundara,direct
Aves,Cyornis concretus,Cyornis concretus,direct
Aves,Cyornis hainanus,Cyornis hainanus,direct
Aves,Cyornis poliogenys,Cyornis poliogenys,direct
Aves,Cyornis unicolor,Cyornis unicolor,direct
Aves,Cyornis banyumas,Cyornis banyumas,direct
Aves,Ficedula hodgsoni,Muscicapella hodgsoni,iucn_binomial
Aves,Regulus regulus,Regulus regulus,direct
Aves,Regulus goodfellowi,Regulus goodfellowi,direct
Aves,Bombycilla japonica,Bombycilla japonica,direct
Aves,Elachura formosa,Spelaeornis formosus,iucn_binomial
Aves,Irena puella,Irena puella,direct
Aves,Chloropsis moluccensis,,
Aves,Chloropsis aurifrons,Chloropsis aurifrons,direct
Aves,Dicaeum chrysorrheum,Dicaeum chrysorrheum,direct
Aves,Dicaeum minullum,,
Aves,Dicaeum ignipectus,Dicaeum ignipectus,direct
Aves,Dicaeum cruentatum,Dicaeum cruentatum,direct
Aves,Chalcoparia singalensis,Anthreptes singalensis,iucn_binomial
Aves,Kurochkinegramma hypogrammica,Hypogramma hypogrammicum,iucn_binomial
Aves,Cinnyris jugularis,Nectarinia jugularis,iucn_binomial
Aves,Cinnyris asiaticus,Nectarinia asiatica,iucn_binomial
Aves,Aethopyga gouldiae,Aethopyga gouldiae,direct
Aves,Aethopyga nipalensis,Aethopyga nipalensis,direct
Aves,Aethopyga christinae,Aethopyga christinae,direct
Aves,Aethopyga latouchii,,
Aves,Aethopyga saturata,Aethopyga saturata,direct
Aves,Aethopyga siparaja,Aethopyga siparaja,direct
Aves,Aethopyga ignicauda,Aethopyga ignicauda,direct
Aves,Arachnothera longirostra,Arachnothera longirostra,direct
Aves,Arachnothera magna,Arachnothera magna,direct
Aves,Prunella collaris,Prunella collaris,direct
Aves,Prunella himalayana,Prunella himalayana,direct
Aves,Prunella rubeculoides,Prunella rubeculoides,direct
Aves,Prunella strophiata,Prunella strophiata,direct
Aves,Prunella montanella,Prunella montanella,direct
Aves,Prunella fulvescens,Prunella fulvescens,direct
Aves,Prunella atrogularis,Prunella atrogularis,direct
Aves,Prunella koslowi,Prunella koslowi,direct
Aves,Prunella immaculata,Prunella immaculata,direct
Aves,Urocynchramus pylzowi,Urocynchramus pylzowi,direct
Aves,Ploceus manyar,Ploceus manyar,direct
Aves,Ploceus philippinus,Ploceus philippinus,direct
Aves,Lonchura striata,Lonchura striata,direct
Aves,Lonchura punctulata,Lonchura punctulata,direct
Aves,Lonchura atricapilla,Lonchura atricapilla,direct
Aves,Passer ammodendri,Passer ammodendri,direct
Aves,Passer domesticus,Passer domesticus,direct
Aves,Passer hispaniolensis,Passer hispaniolensis,direct
Aves,Passer cinnamomeus,,
Aves,Passer montanus,Passer montanus,direct
Aves,Petronia petronia,Petronia petronia,direct
Aves,Montifringilla adamsi,Montifringilla adamsi,direct
Aves,Onychostruthus taczanowskii,Montifringilla taczanowskii,iucn_binomial
Aves,Pyrgilauda davidiana,Montifringilla davidiana,iucn_binomial
Aves,Pyrgilauda ruficollis,Montifringilla ruficollis,iucn_binomial
Aves,Pyrgilauda blanfordi,Montifringilla blanfordi,iucn_binomial
Aves,Dendronanthus indicus,Dendronanthus indicus,direct
Aves,Motacilla alba,Motacilla alba,direct
Aves,Motacilla citreola,Motacilla citreola,direct
Aves,Motacilla cinerea,Motacilla cinerea,direct
Aves,Anthus richardi,Anthus richardi,direct
Aves,Anthus rufulus,Anthus rufulus,direct
Aves,Anthus campestris,Anthus campestris,direct
Aves,Anthus godlewskii,Anthus godlewskii,direct
Aves,Anthus trivialis,Anthus trivialis,direct
Aves,Anthus hodgsoni,Anthus hodgsoni,direct
Aves,Anthus gustavi,Anthus gustavi,direct
Aves,Anthus roseatus,Anthus roseatus,direct
Aves,Anthus spinoletta,Anthus spinoletta,direct
Aves,Anthus rubescens,Anthus rubescens,direct
Aves,Anthus sylvanus,Anthus sylvanus,direct
Aves,Fringilla coelebs,Fringilla coelebs,direct
Aves,Fringilla montifringilla,Fringilla montifringilla,direct
Aves,Leucosticte nemoricola,Leucosticte nemoricola,direct
Aves,Leucosticte arctoa,Leucosticte arctoa,direct
Aves,Pinicola enucleator,Pinicola enucleator,direct
Aves,Carpodacus subhimachalus,Pinicola subhimachala,iucn_binomial
Aves,Agraphospiza rubescens,Carpodacus rubescens,iucn_binomial
Aves,Procarduelis nipalensis,Carpodacus nipalensis,iucn_binomial
Aves,Carpodacus erythrinus,Carpodacus erythrinus,direct
Aves,Carpodacus pulcherrimus,Carpodacus pulcherrimus,direct
Aves,Carpodacus waltoni,Carpodacus eos,iucn_binomial
Aves,Carpodacus rodochroa,Carpodacus rodochroa,direct
Aves,Carpodacus edwardsii,Carpodacus edwardsii,direct
Aves,Carpodacus stoliczkae,,
Aves,Carpodacus trifasciatus,Carpodacus trifasciatus,direct
Aves,Carpodacus rhodochlamys,Carpodacus rhodochlamys,direct
Aves,Carpodacus rubicilloides,Carpodacus rubicilloides,direct
Aves,Carpodacus rubicilla,Carpodacus rubicilla,direct
Aves,Carpodacus puniceus,Carpodacus puniceus,direct
Aves,Carpodacus roborowskii,Carpodacus roborowskii,direct
Aves,Loxia curvirostra,Loxia curvirostra,direct
Aves,Loxia leucoptera,Loxia leucoptera,direct
Aves,Chloris spinoides,Carduelis spinoides,iucn_binomial
Aves,Chloris ambigua,Carduelis ambigua,iucn_binomial
Aves,Spinus spinus,Carduelis spinus,iucn_binomial
Aves,Spinus thibetanus,Serinus thibetanus,iucn_binomial
Aves,Carduelis caniceps,,
Aves,Chloris sinica,Carduelis sinica,iucn_binomial
Aves,Linaria flavirostris,Carduelis flavirostris,iucn_binomial
Aves,Linaria cannabina,Carduelis cannabina,iucn_binomial
Aves,Serinus pusillus,Serinus pusillus,direct
Aves,Pyrrhula nipalensis,Pyrrhula nipalensis,direct
Aves,Pyrrhula erythrocephala,Pyrrhula erythrocephala,direct
Aves,Pyrrhula erythaca,Pyrrhula erythaca,direct
Aves,Pyrrhula pyrrhula,Pyrrhula pyrrhula,direct
Aves,Coccothraustes coccothraustes,Coccothraustes coccothraustes,direct
Aves,Eophona migratoria,Eophona migratoria,direct
Aves,Eophona personata,Eophona personata,direct
Aves,Mycerobas affinis,Mycerobas affinis,direct
